,image_path,label
1448,E:\satellite image classification\data\cloudy\train_860.jpg,Cloudy
1449,E:\satellite image classification\data\cloudy\train_8608.jpg,Cloudy
1450,E:\satellite image classification\data\cloudy\train_8627.jpg,Cloudy
1451,E:\satellite image classification\data\cloudy\train_8650.jpg,Cloudy
1452,E:\satellite image classification\data\cloudy\train_8658.jpg,Cloudy
1453,E:\satellite image classification\data\cloudy\train_8731.jpg,Cloudy
1454,E:\satellite image classification\data\cloudy\train_8742.jpg,Cloudy
1455,E:\satellite image classification\data\cloudy\train_8755.jpg,Cloudy
1456,E:\satellite image classification\data\cloudy\train_8765.jpg,Cloudy
1457,E:\satellite image classification\data\cloudy\train_8773.jpg,Cloudy
1458,E:\satellite image classification\data\cloudy\train_8809.jpg,Cloudy
1459,E:\satellite image classification\data\cloudy\train_8816.jpg,Cloudy
1460,E:\satellite image classification\data\cloudy\train_8836.jpg,Cloudy
1461,E:\satellite image classification\data\cloudy\train_8839.jpg,Cloudy
1462,E:\satellite image classification\data\cloudy\train_8840.jpg,Cloudy
1463,E:\satellite image classification\data\cloudy\train_8871.jpg,Cloudy
1464,E:\satellite image classification\data\cloudy\train_8872.jpg,Cloudy
1465,E:\satellite image classification\data\cloudy\train_8884.jpg,Cloudy
1466,E:\satellite image classification\data\cloudy\train_893.jpg,Cloudy
1467,E:\satellite image classification\data\cloudy\train_8930.jpg,Cloudy
1468,E:\satellite image classification\data\cloudy\train_8937.jpg,Cloudy
1469,E:\satellite image classification\data\cloudy\train_8961.jpg,Cloudy
1470,E:\satellite image classification\data\cloudy\train_8972.jpg,Cloudy
1471,E:\satellite image classification\data\cloudy\train_9006.jpg,Cloudy
1472,E:\satellite image classification\data\cloudy\train_902.jpg,Cloudy
1473,E:\satellite image classification\data\cloudy\train_9021.jpg,Cloudy
1474,E:\satellite image classification\data\cloudy\train_9108.jpg,Cloudy
1475,E:\satellite image classification\data\cloudy\train_9132.jpg,Cloudy
1476,E:\satellite image classification\data\cloudy\train_9170.jpg,Cloudy
1477,E:\satellite image classification\data\cloudy\train_9179.jpg,Cloudy
1478,E:\satellite image classification\data\cloudy\train_9229.jpg,Cloudy
1479,E:\satellite image classification\data\cloudy\train_9258.jpg,Cloudy
1480,E:\satellite image classification\data\cloudy\train_9300.jpg,Cloudy
1481,E:\satellite image classification\data\cloudy\train_9346.jpg,Cloudy
1482,E:\satellite image classification\data\cloudy\train_9422.jpg,Cloudy
1483,E:\satellite image classification\data\cloudy\train_9442.jpg,Cloudy
1484,E:\satellite image classification\data\cloudy\train_9499.jpg,Cloudy
1485,E:\satellite image classification\data\cloudy\train_9529.jpg,Cloudy
1486,E:\satellite image classification\data\cloudy\train_9587.jpg,Cloudy
1487,E:\satellite image classification\data\cloudy\train_970.jpg,Cloudy
1488,E:\satellite image classification\data\cloudy\train_9713.jpg,Cloudy
1489,E:\satellite image classification\data\cloudy\train_9752.jpg,Cloudy
1490,E:\satellite image classification\data\cloudy\train_9761.jpg,Cloudy
1491,E:\satellite image classification\data\cloudy\train_9770.jpg,Cloudy
1492,E:\satellite image classification\data\cloudy\train_9783.jpg,Cloudy
1493,E:\satellite image classification\data\cloudy\train_984.jpg,Cloudy
1494,E:\satellite image classification\data\cloudy\train_9843.jpg,Cloudy
1495,E:\satellite image classification\data\cloudy\train_9844.jpg,Cloudy
1496,E:\satellite image classification\data\cloudy\train_9852.jpg,Cloudy
1497,E:\satellite image classification\data\cloudy\train_9868.jpg,Cloudy
1498,E:\satellite image classification\data\cloudy\train_9943.jpg,Cloudy
1499,E:\satellite image classification\data\cloudy\train_9950.jpg,Cloudy
1500,E:\satellite image classification\data\desert\desert(1).jpg,Desert
1501,E:\satellite image classification\data\desert\desert(10).jpg,Desert
1502,E:\satellite image classification\data\desert\desert(100).jpg,Desert
1503,E:\satellite image classification\data\desert\desert(1000).jpg,Desert
1504,E:\satellite image classification\data\desert\desert(1001).jpg,Desert
1505,E:\satellite image classification\data\desert\desert(1002).jpg,Desert
1506,E:\satellite image classification\data\desert\desert(1003).jpg,Desert
1507,E:\satellite image classification\data\desert\desert(1004).jpg,Desert
1508,E:\satellite image classification\data\desert\desert(1005).jpg,Desert
1509,E:\satellite image classification\data\desert\desert(1006).jpg,Desert
1510,E:\satellite image classification\data\desert\desert(1007) (1).jpg,Desert
1511,E:\satellite image classification\data\desert\desert(1007).jpg,Desert
1512,E:\satellite image classification\data\desert\desert(1008) (1).jpg,Desert
1513,E:\satellite image classification\data\desert\desert(1008).jpg,Desert
1514,E:\satellite image classification\data\desert\desert(1009) (1).jpg,Desert
1515,E:\satellite image classification\data\desert\desert(1009).jpg,Desert
1516,E:\satellite image classification\data\desert\desert(101) (1).jpg,Desert
1517,E:\satellite image classification\data\desert\desert(101).jpg,Desert
1518,E:\satellite image classification\data\desert\desert(1010).jpg,Desert
1519,E:\satellite image classification\data\desert\desert(1011).jpg,Desert
1520,E:\satellite image classification\data\desert\desert(1012).jpg,Desert
1521,E:\satellite image classification\data\desert\desert(1013).jpg,Desert
1522,E:\satellite image classification\data\desert\desert(1014).jpg,Desert
1523,E:\satellite image classification\data\desert\desert(1015).jpg,Desert
1524,E:\satellite image classification\data\desert\desert(1016).jpg,Desert
1525,E:\satellite image classification\data\desert\desert(1017).jpg,Desert
1526,E:\satellite image classification\data\desert\desert(1018).jpg,Desert
1527,E:\satellite image classification\data\desert\desert(1019).jpg,Desert
1528,E:\satellite image classification\data\desert\desert(102).jpg,Desert
1529,E:\satellite image classification\data\desert\desert(1020).jpg,Desert
1530,E:\satellite image classification\data\desert\desert(1021).jpg,Desert
1531,E:\satellite image classification\data\desert\desert(1022).jpg,Desert
1532,E:\satellite image classification\data\desert\desert(1023).jpg,Desert
1533,E:\satellite image classification\data\desert\desert(1024).jpg,Desert
1534,E:\satellite image classification\data\desert\desert(1025).jpg,Desert
1535,E:\satellite image classification\data\desert\desert(1026).jpg,Desert
1536,E:\satellite image classification\data\desert\desert(1027).jpg,Desert
1537,E:\satellite image classification\data\desert\desert(1028).jpg,Desert
1538,E:\satellite image classification\data\desert\desert(1029).jpg,Desert
1539,E:\satellite image classification\data\desert\desert(103).jpg,Desert
1540,E:\satellite image classification\data\desert\desert(1030).jpg,Desert
1541,E:\satellite image classification\data\desert\desert(1031).jpg,Desert
1542,E:\satellite image classification\data\desert\desert(1032).jpg,Desert
1543,E:\satellite image classification\data\desert\desert(1033).jpg,Desert
1544,E:\satellite image classification\data\desert\desert(1034).jpg,Desert
1545,E:\satellite image classification\data\desert\desert(1035).jpg,Desert
1546,E:\satellite image classification\data\desert\desert(1036).jpg,Desert
1547,E:\satellite image classification\data\desert\desert(1037).jpg,Desert
1548,E:\satellite image classification\data\desert\desert(1038).jpg,Desert
1549,E:\satellite image classification\data\desert\desert(1039).jpg,Desert
1550,E:\satellite image classification\data\desert\desert(104).jpg,Desert
1551,E:\satellite image classification\data\desert\desert(1040).jpg,Desert
1552,E:\satellite image classification\data\desert\desert(1041).jpg,Desert
1553,E:\satellite image classification\data\desert\desert(1042).jpg,Desert
1554,E:\satellite image classification\data\desert\desert(1043).jpg,Desert
1555,E:\satellite image classification\data\desert\desert(1044).jpg,Desert
1556,E:\satellite image classification\data\desert\desert(1045).jpg,Desert
1557,E:\satellite image classification\data\desert\desert(1046).jpg,Desert
1558,E:\satellite image classification\data\desert\desert(1047).jpg,Desert
1559,E:\satellite image classification\data\desert\desert(1048).jpg,Desert
1560,E:\satellite image classification\data\desert\desert(1049).jpg,Desert
1561,E:\satellite image classification\data\desert\desert(105).jpg,Desert
1562,E:\satellite image classification\data\desert\desert(1050).jpg,Desert
1563,E:\satellite image classification\data\desert\desert(1051).jpg,Desert
1564,E:\satellite image classification\data\desert\desert(1052).jpg,Desert
1565,E:\satellite image classification\data\desert\desert(1053).jpg,Desert
1566,E:\satellite image classification\data\desert\desert(1054).jpg,Desert
1567,E:\satellite image classification\data\desert\desert(1055).jpg,Desert
1568,E:\satellite image classification\data\desert\desert(1056).jpg,Desert
1569,E:\satellite image classification\data\desert\desert(1057).jpg,Desert
1570,E:\satellite image classification\data\desert\desert(1058).jpg,Desert
1571,E:\satellite image classification\data\desert\desert(1059).jpg,Desert
1572,E:\satellite image classification\data\desert\desert(106).jpg,Desert
1573,E:\satellite image classification\data\desert\desert(1060).jpg,Desert
1574,E:\satellite image classification\data\desert\desert(1061).jpg,Desert
1575,E:\satellite image classification\data\desert\desert(1062).jpg,Desert
1576,E:\satellite image classification\data\desert\desert(1063).jpg,Desert
1577,E:\satellite image classification\data\desert\desert(1064).jpg,Desert
1578,E:\satellite image classification\data\desert\desert(1065).jpg,Desert
1579,E:\satellite image classification\data\desert\desert(1066).jpg,Desert
1580,E:\satellite image classification\data\desert\desert(1067).jpg,Desert
1581,E:\satellite image classification\data\desert\desert(1068).jpg,Desert
1582,E:\satellite image classification\data\desert\desert(1069).jpg,Desert
1583,E:\satellite image classification\data\desert\desert(107).jpg,Desert
1584,E:\satellite image classification\data\desert\desert(1070).jpg,Desert
1585,E:\satellite image classification\data\desert\desert(1071).jpg,Desert
1586,E:\satellite image classification\data\desert\desert(1072).jpg,Desert
1587,E:\satellite image classification\data\desert\desert(1073).jpg,Desert
1588,E:\satellite image classification\data\desert\desert(1074).jpg,Desert
1589,E:\satellite image classification\data\desert\desert(1075).jpg,Desert
1590,E:\satellite image classification\data\desert\desert(1076).jpg,Desert
1591,E:\satellite image classification\data\desert\desert(1077).jpg,Desert
1592,E:\satellite image classification\data\desert\desert(1078).jpg,Desert
1593,E:\satellite image classification\data\desert\desert(1079).jpg,Desert
1594,E:\satellite image classification\data\desert\desert(108).jpg,Desert
1595,E:\satellite image classification\data\desert\desert(1080).jpg,Desert
1596,E:\satellite image classification\data\desert\desert(1081).jpg,Desert
1597,E:\satellite image classification\data\desert\desert(1082).jpg,Desert
1598,E:\satellite image classification\data\desert\desert(1083).jpg,Desert
1599,E:\satellite image classification\data\desert\desert(1084).jpg,Desert
1600,E:\satellite image classification\data\desert\desert(1085).jpg,Desert
1601,E:\satellite image classification\data\desert\desert(1086).jpg,Desert
1602,E:\satellite image classification\data\desert\desert(1087).jpg,Desert
1603,E:\satellite image classification\data\desert\desert(1088).jpg,Desert
1604,E:\satellite image classification\data\desert\desert(1089).jpg,Desert
1605,E:\satellite image classification\data\desert\desert(109).jpg,Desert
1606,E:\satellite image classification\data\desert\desert(1090).jpg,Desert
1607,E:\satellite image classification\data\desert\desert(1091).jpg,Desert
1608,E:\satellite image classification\data\desert\desert(1092).jpg,Desert
1609,E:\satellite image classification\data\desert\desert(11).jpg,Desert
1610,E:\satellite image classification\data\desert\desert(110).jpg,Desert
1611,E:\satellite image classification\data\desert\desert(111).jpg,Desert
1612,E:\satellite image classification\data\desert\desert(112).jpg,Desert
1613,E:\satellite image classification\data\desert\desert(113).jpg,Desert
1614,E:\satellite image classification\data\desert\desert(114).jpg,Desert
1615,E:\satellite image classification\data\desert\desert(115).jpg,Desert
1616,E:\satellite image classification\data\desert\desert(116).jpg,Desert
1617,E:\satellite image classification\data\desert\desert(117).jpg,Desert
1618,E:\satellite image classification\data\desert\desert(118).jpg,Desert
1619,E:\satellite image classification\data\desert\desert(119).jpg,Desert
1620,E:\satellite image classification\data\desert\desert(12).jpg,Desert
1621,E:\satellite image classification\data\desert\desert(120).jpg,Desert
1622,E:\satellite image classification\data\desert\desert(121).jpg,Desert
1623,E:\satellite image classification\data\desert\desert(122).jpg,Desert
1624,E:\satellite image classification\data\desert\desert(123).jpg,Desert
1625,E:\satellite image classification\data\desert\desert(124).jpg,Desert
1626,E:\satellite image classification\data\desert\desert(125).jpg,Desert
1627,E:\satellite image classification\data\desert\desert(126).jpg,Desert
1628,E:\satellite image classification\data\desert\desert(127).jpg,Desert
1629,E:\satellite image classification\data\desert\desert(128).jpg,Desert
1630,E:\satellite image classification\data\desert\desert(129).jpg,Desert
1631,E:\satellite image classification\data\desert\desert(13).jpg,Desert
1632,E:\satellite image classification\data\desert\desert(130).jpg,Desert
1633,E:\satellite image classification\data\desert\desert(131).jpg,Desert
1634,E:\satellite image classification\data\desert\desert(132).jpg,Desert
1635,E:\satellite image classification\data\desert\desert(133).jpg,Desert
1636,E:\satellite image classification\data\desert\desert(134).jpg,Desert
1637,E:\satellite image classification\data\desert\desert(135).jpg,Desert
1638,E:\satellite image classification\data\desert\desert(136).jpg,Desert
1639,E:\satellite image classification\data\desert\desert(137).jpg,Desert
1640,E:\satellite image classification\data\desert\desert(138).jpg,Desert
1641,E:\satellite image classification\data\desert\desert(139).jpg,Desert
1642,E:\satellite image classification\data\desert\desert(14).jpg,Desert
1643,E:\satellite image classification\data\desert\desert(140).jpg,Desert
1644,E:\satellite image classification\data\desert\desert(141).jpg,Desert
1645,E:\satellite image classification\data\desert\desert(142).jpg,Desert
1646,E:\satellite image classification\data\desert\desert(143).jpg,Desert
1647,E:\satellite image classification\data\desert\desert(144).jpg,Desert
1648,E:\satellite image classification\data\desert\desert(145).jpg,Desert
1649,E:\satellite image classification\data\desert\desert(146).jpg,Desert
1650,E:\satellite image classification\data\desert\desert(147).jpg,Desert
1651,E:\satellite image classification\data\desert\desert(148).jpg,Desert
1652,E:\satellite image classification\data\desert\desert(149).jpg,Desert
1653,E:\satellite image classification\data\desert\desert(15).jpg,Desert
1654,E:\satellite image classification\data\desert\desert(150).jpg,Desert
1655,E:\satellite image classification\data\desert\desert(151).jpg,Desert
1656,E:\satellite image classification\data\desert\desert(152).jpg,Desert
1657,E:\satellite image classification\data\desert\desert(153).jpg,Desert
1658,E:\satellite image classification\data\desert\desert(154).jpg,Desert
1659,E:\satellite image classification\data\desert\desert(155).jpg,Desert
1660,E:\satellite image classification\data\desert\desert(156).jpg,Desert
1661,E:\satellite image classification\data\desert\desert(157).jpg,Desert
1662,E:\satellite image classification\data\desert\desert(158).jpg,Desert
1663,E:\satellite image classification\data\desert\desert(159).jpg,Desert
1664,E:\satellite image classification\data\desert\desert(16).jpg,Desert
1665,E:\satellite image classification\data\desert\desert(160).jpg,Desert
1666,E:\satellite image classification\data\desert\desert(161).jpg,Desert
1667,E:\satellite image classification\data\desert\desert(162).jpg,Desert
1668,E:\satellite image classification\data\desert\desert(163).jpg,Desert
1669,E:\satellite image classification\data\desert\desert(164).jpg,Desert
1670,E:\satellite image classification\data\desert\desert(165).jpg,Desert
1671,E:\satellite image classification\data\desert\desert(166).jpg,Desert
1672,E:\satellite image classification\data\desert\desert(167).jpg,Desert
1673,E:\satellite image classification\data\desert\desert(168).jpg,Desert
1674,E:\satellite image classification\data\desert\desert(169).jpg,Desert
1675,E:\satellite image classification\data\desert\desert(17).jpg,Desert
1676,E:\satellite image classification\data\desert\desert(170).jpg,Desert
1677,E:\satellite image classification\data\desert\desert(171).jpg,Desert
1678,E:\satellite image classification\data\desert\desert(172).jpg,Desert
1679,E:\satellite image classification\data\desert\desert(173).jpg,Desert
1680,E:\satellite image classification\data\desert\desert(174).jpg,Desert
1681,E:\satellite image classification\data\desert\desert(175).jpg,Desert
1682,E:\satellite image classification\data\desert\desert(176).jpg,Desert
1683,E:\satellite image classification\data\desert\desert(177).jpg,Desert
1684,E:\satellite image classification\data\desert\desert(178).jpg,Desert
1685,E:\satellite image classification\data\desert\desert(179).jpg,Desert
1686,E:\satellite image classification\data\desert\desert(18).jpg,Desert
1687,E:\satellite image classification\data\desert\desert(180).jpg,Desert
1688,E:\satellite image classification\data\desert\desert(181).jpg,Desert
1689,E:\satellite image classification\data\desert\desert(182).jpg,Desert
1690,E:\satellite image classification\data\desert\desert(183).jpg,Desert
1691,E:\satellite image classification\data\desert\desert(184).jpg,Desert
1692,E:\satellite image classification\data\desert\desert(185).jpg,Desert
1693,E:\satellite image classification\data\desert\desert(186).jpg,Desert
1694,E:\satellite image classification\data\desert\desert(187).jpg,Desert
1695,E:\satellite image classification\data\desert\desert(188).jpg,Desert
1696,E:\satellite image classification\data\desert\desert(189).jpg,Desert
1697,E:\satellite image classification\data\desert\desert(19).jpg,Desert
1698,E:\satellite image classification\data\desert\desert(190).jpg,Desert
1699,E:\satellite image classification\data\desert\desert(191).jpg,Desert
1700,E:\satellite image classification\data\desert\desert(192).jpg,Desert
1701,E:\satellite image classification\data\desert\desert(193).jpg,Desert
1702,E:\satellite image classification\data\desert\desert(194).jpg,Desert
1703,E:\satellite image classification\data\desert\desert(195).jpg,Desert
1704,E:\satellite image classification\data\desert\desert(196).jpg,Desert
1705,E:\satellite image classification\data\desert\desert(197).jpg,Desert
1706,E:\satellite image classification\data\desert\desert(198).jpg,Desert
1707,E:\satellite image classification\data\desert\desert(199).jpg,Desert
1708,E:\satellite image classification\data\desert\desert(2).jpg,Desert
1709,E:\satellite image classification\data\desert\desert(20).jpg,Desert
1710,E:\satellite image classification\data\desert\desert(200).jpg,Desert
1711,E:\satellite image classification\data\desert\desert(201).jpg,Desert
1712,E:\satellite image classification\data\desert\desert(202).jpg,Desert
1713,E:\satellite image classification\data\desert\desert(203).jpg,Desert
1714,E:\satellite image classification\data\desert\desert(204).jpg,Desert
1715,E:\satellite image classification\data\desert\desert(205).jpg,Desert
1716,E:\satellite image classification\data\desert\desert(206).jpg,Desert
1717,E:\satellite image classification\data\desert\desert(207).jpg,Desert
1718,E:\satellite image classification\data\desert\desert(208).jpg,Desert
1719,E:\satellite image classification\data\desert\desert(209).jpg,Desert
1720,E:\satellite image classification\data\desert\desert(21).jpg,Desert
1721,E:\satellite image classification\data\desert\desert(210).jpg,Desert
1722,E:\satellite image classification\data\desert\desert(211).jpg,Desert
1723,E:\satellite image classification\data\desert\desert(212).jpg,Desert
1724,E:\satellite image classification\data\desert\desert(213).jpg,Desert
1725,E:\satellite image classification\data\desert\desert(214).jpg,Desert
1726,E:\satellite image classification\data\desert\desert(215).jpg,Desert
1727,E:\satellite image classification\data\desert\desert(216).jpg,Desert
1728,E:\satellite image classification\data\desert\desert(217).jpg,Desert
1729,E:\satellite image classification\data\desert\desert(218).jpg,Desert
1730,E:\satellite image classification\data\desert\desert(219).jpg,Desert
1731,E:\satellite image classification\data\desert\desert(22).jpg,Desert
1732,E:\satellite image classification\data\desert\desert(220).jpg,Desert
1733,E:\satellite image classification\data\desert\desert(221).jpg,Desert
1734,E:\satellite image classification\data\desert\desert(222).jpg,Desert
1735,E:\satellite image classification\data\desert\desert(223).jpg,Desert
1736,E:\satellite image classification\data\desert\desert(224).jpg,Desert
1737,E:\satellite image classification\data\desert\desert(225).jpg,Desert
1738,E:\satellite image classification\data\desert\desert(226).jpg,Desert
1739,E:\satellite image classification\data\desert\desert(227).jpg,Desert
1740,E:\satellite image classification\data\desert\desert(228).jpg,Desert
1741,E:\satellite image classification\data\desert\desert(229).jpg,Desert
1742,E:\satellite image classification\data\desert\desert(23).jpg,Desert
1743,E:\satellite image classification\data\desert\desert(230).jpg,Desert
1744,E:\satellite image classification\data\desert\desert(231).jpg,Desert
1745,E:\satellite image classification\data\desert\desert(232).jpg,Desert
1746,E:\satellite image classification\data\desert\desert(233).jpg,Desert
1747,E:\satellite image classification\data\desert\desert(234).jpg,Desert
1748,E:\satellite image classification\data\desert\desert(235).jpg,Desert
1749,E:\satellite image classification\data\desert\desert(236).jpg,Desert
1750,E:\satellite image classification\data\desert\desert(237).jpg,Desert
1751,E:\satellite image classification\data\desert\desert(238).jpg,Desert
1752,E:\satellite image classification\data\desert\desert(239).jpg,Desert
1753,E:\satellite image classification\data\desert\desert(24).jpg,Desert
1754,E:\satellite image classification\data\desert\desert(240).jpg,Desert
1755,E:\satellite image classification\data\desert\desert(241).jpg,Desert
1756,E:\satellite image classification\data\desert\desert(242).jpg,Desert
1757,E:\satellite image classification\data\desert\desert(243).jpg,Desert
1758,E:\satellite image classification\data\desert\desert(244).jpg,Desert
1759,E:\satellite image classification\data\desert\desert(245).jpg,Desert
1760,E:\satellite image classification\data\desert\desert(246).jpg,Desert
1761,E:\satellite image classification\data\desert\desert(247).jpg,Desert
1762,E:\satellite image classification\data\desert\desert(248).jpg,Desert
1763,E:\satellite image classification\data\desert\desert(249).jpg,Desert
1764,E:\satellite image classification\data\desert\desert(25).jpg,Desert
1765,E:\satellite image classification\data\desert\desert(250).jpg,Desert
1766,E:\satellite image classification\data\desert\desert(251).jpg,Desert
1767,E:\satellite image classification\data\desert\desert(252).jpg,Desert
1768,E:\satellite image classification\data\desert\desert(253).jpg,Desert
1769,E:\satellite image classification\data\desert\desert(254).jpg,Desert
1770,E:\satellite image classification\data\desert\desert(255).jpg,Desert
1771,E:\satellite image classification\data\desert\desert(256).jpg,Desert
1772,E:\satellite image classification\data\desert\desert(257).jpg,Desert
1773,E:\satellite image classification\data\desert\desert(258).jpg,Desert
1774,E:\satellite image classification\data\desert\desert(259).jpg,Desert
1775,E:\satellite image classification\data\desert\desert(26).jpg,Desert
1776,E:\satellite image classification\data\desert\desert(260).jpg,Desert
1777,E:\satellite image classification\data\desert\desert(261).jpg,Desert
1778,E:\satellite image classification\data\desert\desert(262).jpg,Desert
1779,E:\satellite image classification\data\desert\desert(263).jpg,Desert
1780,E:\satellite image classification\data\desert\desert(264).jpg,Desert
1781,E:\satellite image classification\data\desert\desert(265).jpg,Desert
1782,E:\satellite image classification\data\desert\desert(266).jpg,Desert
1783,E:\satellite image classification\data\desert\desert(267).jpg,Desert
1784,E:\satellite image classification\data\desert\desert(268).jpg,Desert
1785,E:\satellite image classification\data\desert\desert(269).jpg,Desert
1786,E:\satellite image classification\data\desert\desert(27).jpg,Desert
1787,E:\satellite image classification\data\desert\desert(270).jpg,Desert
1788,E:\satellite image classification\data\desert\desert(271).jpg,Desert
1789,E:\satellite image classification\data\desert\desert(272).jpg,Desert
1790,E:\satellite image classification\data\desert\desert(273).jpg,Desert
1791,E:\satellite image classification\data\desert\desert(274).jpg,Desert
1792,E:\satellite image classification\data\desert\desert(275).jpg,Desert
1793,E:\satellite image classification\data\desert\desert(276).jpg,Desert
1794,E:\satellite image classification\data\desert\desert(277).jpg,Desert
1795,E:\satellite image classification\data\desert\desert(278).jpg,Desert
1796,E:\satellite image classification\data\desert\desert(279).jpg,Desert
1797,E:\satellite image classification\data\desert\desert(28).jpg,Desert
1798,E:\satellite image classification\data\desert\desert(280).jpg,Desert
1799,E:\satellite image classification\data\desert\desert(281).jpg,Desert
1800,E:\satellite image classification\data\desert\desert(282).jpg,Desert
1801,E:\satellite image classification\data\desert\desert(283).jpg,Desert
1802,E:\satellite image classification\data\desert\desert(284).jpg,Desert
1803,E:\satellite image classification\data\desert\desert(285).jpg,Desert
1804,E:\satellite image classification\data\desert\desert(286).jpg,Desert
1805,E:\satellite image classification\data\desert\desert(287).jpg,Desert
1806,E:\satellite image classification\data\desert\desert(288).jpg,Desert
1807,E:\satellite image classification\data\desert\desert(289).jpg,Desert
1808,E:\satellite image classification\data\desert\desert(29).jpg,Desert
1809,E:\satellite image classification\data\desert\desert(290).jpg,Desert
1810,E:\satellite image classification\data\desert\desert(291).jpg,Desert
1811,E:\satellite image classification\data\desert\desert(292).jpg,Desert
1812,E:\satellite image classification\data\desert\desert(293).jpg,Desert
1813,E:\satellite image classification\data\desert\desert(294).jpg,Desert
1814,E:\satellite image classification\data\desert\desert(295).jpg,Desert
1815,E:\satellite image classification\data\desert\desert(296).jpg,Desert
1816,E:\satellite image classification\data\desert\desert(297).jpg,Desert
1817,E:\satellite image classification\data\desert\desert(298).jpg,Desert
1818,E:\satellite image classification\data\desert\desert(299).jpg,Desert
1819,E:\satellite image classification\data\desert\desert(3).jpg,Desert
1820,E:\satellite image classification\data\desert\desert(30).jpg,Desert
1821,E:\satellite image classification\data\desert\desert(300).jpg,Desert
1822,E:\satellite image classification\data\desert\desert(301).jpg,Desert
1823,E:\satellite image classification\data\desert\desert(302).jpg,Desert
1824,E:\satellite image classification\data\desert\desert(303).jpg,Desert
1825,E:\satellite image classification\data\desert\desert(304).jpg,Desert
1826,E:\satellite image classification\data\desert\desert(305).jpg,Desert
1827,E:\satellite image classification\data\desert\desert(306).jpg,Desert
1828,E:\satellite image classification\data\desert\desert(307).jpg,Desert
1829,E:\satellite image classification\data\desert\desert(308).jpg,Desert
1830,E:\satellite image classification\data\desert\desert(309).jpg,Desert
1831,E:\satellite image classification\data\desert\desert(31).jpg,Desert
1832,E:\satellite image classification\data\desert\desert(310).jpg,Desert
1833,E:\satellite image classification\data\desert\desert(311).jpg,Desert
1834,E:\satellite image classification\data\desert\desert(312).jpg,Desert
1835,E:\satellite image classification\data\desert\desert(313).jpg,Desert
1836,E:\satellite image classification\data\desert\desert(314).jpg,Desert
1837,E:\satellite image classification\data\desert\desert(315).jpg,Desert
1838,E:\satellite image classification\data\desert\desert(316).jpg,Desert
1839,E:\satellite image classification\data\desert\desert(317).jpg,Desert
1840,E:\satellite image classification\data\desert\desert(318).jpg,Desert
1841,E:\satellite image classification\data\desert\desert(319).jpg,Desert
1842,E:\satellite image classification\data\desert\desert(32).jpg,Desert
1843,E:\satellite image classification\data\desert\desert(320).jpg,Desert
1844,E:\satellite image classification\data\desert\desert(321).jpg,Desert
1845,E:\satellite image classification\data\desert\desert(322).jpg,Desert
1846,E:\satellite image classification\data\desert\desert(323).jpg,Desert
1847,E:\satellite image classification\data\desert\desert(324).jpg,Desert
1848,E:\satellite image classification\data\desert\desert(325).jpg,Desert
1849,E:\satellite image classification\data\desert\desert(326).jpg,Desert
1850,E:\satellite image classification\data\desert\desert(327).jpg,Desert
1851,E:\satellite image classification\data\desert\desert(328).jpg,Desert
1852,E:\satellite image classification\data\desert\desert(329).jpg,Desert
1853,E:\satellite image classification\data\desert\desert(33).jpg,Desert
1854,E:\satellite image classification\data\desert\desert(330) (1).jpg,Desert
1855,E:\satellite image classification\data\desert\desert(330).jpg,Desert
1856,E:\satellite image classification\data\desert\desert(331) (1).jpg,Desert
1857,E:\satellite image classification\data\desert\desert(331).jpg,Desert
1858,E:\satellite image classification\data\desert\desert(332) (1).jpg,Desert
1859,E:\satellite image classification\data\desert\desert(332).jpg,Desert
1860,E:\satellite image classification\data\desert\desert(333) (1).jpg,Desert
1861,E:\satellite image classification\data\desert\desert(333).jpg,Desert
1862,E:\satellite image classification\data\desert\desert(334) (1).jpg,Desert
1863,E:\satellite image classification\data\desert\desert(334).jpg,Desert
1864,E:\satellite image classification\data\desert\desert(335) (1).jpg,Desert
1865,E:\satellite image classification\data\desert\desert(335).jpg,Desert
1866,E:\satellite image classification\data\desert\desert(336).jpg,Desert
1867,E:\satellite image classification\data\desert\desert(337).jpg,Desert
1868,E:\satellite image classification\data\desert\desert(338).jpg,Desert
1869,E:\satellite image classification\data\desert\desert(339).jpg,Desert
1870,E:\satellite image classification\data\desert\desert(34).jpg,Desert
1871,E:\satellite image classification\data\desert\desert(340).jpg,Desert
1872,E:\satellite image classification\data\desert\desert(341).jpg,Desert
1873,E:\satellite image classification\data\desert\desert(342).jpg,Desert
1874,E:\satellite image classification\data\desert\desert(343).jpg,Desert
1875,E:\satellite image classification\data\desert\desert(344).jpg,Desert
1876,E:\satellite image classification\data\desert\desert(345).jpg,Desert
1877,E:\satellite image classification\data\desert\desert(346).jpg,Desert
1878,E:\satellite image classification\data\desert\desert(347).jpg,Desert
1879,E:\satellite image classification\data\desert\desert(348).jpg,Desert
1880,E:\satellite image classification\data\desert\desert(349).jpg,Desert
1881,E:\satellite image classification\data\desert\desert(35).jpg,Desert
1882,E:\satellite image classification\data\desert\desert(350).jpg,Desert
1883,E:\satellite image classification\data\desert\desert(351).jpg,Desert
1884,E:\satellite image classification\data\desert\desert(352).jpg,Desert
1885,E:\satellite image classification\data\desert\desert(353).jpg,Desert
1886,E:\satellite image classification\data\desert\desert(354).jpg,Desert
1887,E:\satellite image classification\data\desert\desert(355).jpg,Desert
